,manufacturer,main_type,built_year,first_registration_date,has_all_wheel_drive,horsepower,handover_key_count,length,width,height,mileage,kw,price,evaluation_datetime,fuel,gear,ac,gps,color
641,Honda,Zafira,  2003_year ,2003-09-05,,99.0,2,3631.0,2319.0,1533,199192.0,72.0,634,2018-08-16 08:12:22,Benzin,Manual,Manual,,red
642,Mazda,C4,  2014_year ,2014-05-26,,93.0,2,3802.0,2318.0,1695,83645.0,68.0,6431,2018-09-29 14:25:21,Benzin,Manual,Manual,,brown
643,Skoda,MINI,  2005_year ,2007-02-27,,159.0,2,3533.0,2375.0,1615,214901.0,117.0,1257,2018-09-26 08:56:24,Diesel,Manual,Auto,,purple
644,Ford,cee'd,  2010_year ,2010-05-27,1.0,176.0,2,3952.0,1918.0,1670,161604.0,129.0,7165,2018-09-10 10:55:43,Diesel,Auto_or_Hybrid,Auto,,silver
645,Land Rover,C-Max,  2002_year ,2002-05-22,,137.0,1,3384.0,2233.0,1427,300369.0,101.0,578,2018-06-03 10:43:19,Diesel,Manual,Auto,,red
646,Citroen,500,  2008_year ,2008-06-03,,123.0,2,3565.0,2150.0,1418,225315.0,90.0,3528,2018-07-03 12:03:42,Diesel,Manual,Auto,Mobile,red
647,Honda,Zafira,  2005_year ,2005-08-02,,116.0,1,3708.0,2158.0,1544,185312.0,85.0,697,2018-07-03 18:29:33,Diesel,Manual,Auto,,silver
648,Land Rover,A5,  2009_year ,2009-06-19,1.0,198.0,2,3758.0,2066.0,1436,91960.0,146.0,11189,2018-08-22 16:43:19,Benzin,Auto_or_Hybrid,Auto,Big,white
649,Seat,Grande Punto,  2011_year ,2011-01-27,,141.0,1,3581.0,2124.0,1547,259618.0,104.0,4610,2018-07-08 10:58:52,Diesel,Auto_or_Hybrid,Auto,,gray
650,Nissan,Superb,  2015_year ,2015-07-30,1.0,160.0,2,4056.0,1948.0,1685,25106.0,118.0,14656,2018-06-23 11:31:37,Benzin,Manual,Auto,,black
651,Land Rover,C-Max,  2009_year ,2010-01-04,,148.0,2,3876.0,2330.0,1421,91589.0,109.0,7611,2018-06-28 16:49:43,Benzin,Auto_or_Hybrid,Auto,,red
652,Audi,Passat,  2009_year ,2009-06-22,,58.0,2,3475.0,2025.0,1481,94676.0,43.0,2843,2018-08-01 17:23:09,Benzin,Manual,Manual,,white
653,Audi,Passat,  2006_year ,2006-06-30,,79.0,2,3729.0,2424.0,1429,175432.0,58.0,1218,2018-04-07 12:28:37,Diesel,Manual,Manual,,silver
654,BMW,Q5,  2013_year ,2013-05-28,,188.0,2,4054.0,2019.0,1414,69206.0,139.0,13533,2018-08-05 13:31:08,Benzin,Manual,Auto,,white
655,BMW,5,  2009_year ,2009-12-04,,132.0,2,3624.0,2186.0,1635,94321.0,97.0,6043,2018-08-03 15:51:05,Benzin,Manual,Auto,Big,red
656,Kia,Fiesta,  2013_year ,2013-10-23,,149.0,2,3993.0,2176.0,1685,49714.0,110.0,11830,2018-04-18 10:54:13,Benzin,Manual,Auto,Big,white
657,Citroen,Qashqai,  2009_year ,2009-09-29,1.0,199.0,2,3686.0,2081.0,1674,215792.0,146.0,6257,2018-06-02 09:14:28,Diesel,Manual,Auto,,red
658,Land Rover,Civic,  2011_year ,2011-08-08,1.0,256.0,2,4043.0,1928.0,1455,129304.0,187.0,20088,2018-04-28 09:06:06,Benzin,Auto_or_Hybrid,Auto,Big,brown
659,Volkswagen,Tiguan,  2007_year ,2008-03-28,,121.0,1,3758.0,2145.0,1525,77175.0,90.0,4113,2018-07-10 16:19:30,Benzin,Manual,Manual,,brown
660,Volkswagen,Tiguan,  2008_year ,2008-05-29,,102.0,1,3776.0,2156.0,1525,193299.0,75.0,2294,2018-09-24 10:54:35,Diesel,Manual,Auto,,red
661,BMW,Q5,  2009_year ,2009-08-11,,198.0,1,3782.0,2205.0,1469,80466.0,146.0,16237,2018-07-14 15:02:22,Benzin,Auto_or_Hybrid,Auto,,black
662,Suzuki,Touran,  2014_year ,2014-04-22,,130.0,2,3810.0,2215.0,1625,43690.0,96.0,10944,2018-09-25 15:27:28,Diesel,Manual,Auto,Big,black
663,Audi,Passat,  2002_year ,2002-07-25,,72.0,2,3561.0,2062.0,1417,202796.0,53.0,898,2018-04-16 11:15:38,Benzin,Manual,Manual,Small,black
664,BMW,Q5,  2010_year ,2010-10-05,,120.0,2,3677.0,1976.0,1480,115731.0,88.0,5381,2018-05-06 15:26:30,Diesel,Manual,Auto,,red
665,BMW,V 50,  2010_year ,2010-05-20,1.0,219.0,2,3962.0,1959.0,1709,154577.0,160.0,14348,2018-06-01 11:48:21,Diesel,Auto_or_Hybrid,Auto,Big,red
666,Hyundai,Meriva,  2006_year ,2006-09-06,,97.0,1,3442.0,2037.0,1530,122766.0,71.0,2016,2018-08-27 13:02:22,Diesel,Manual,Manual,,red
667,BMW,Q5,  2009_year ,2009-10-21,,124.0,2,3792.0,2195.0,1480,84203.0,91.0,5540,2018-05-08 10:51:16,Benzin,Manual,Manual,,silver
668,Seat,Yaris,  2004_year ,2004-05-28,,151.0,2,3568.0,2065.0,1452,146355.0,112.0,1576,2018-09-05 14:08:43,Diesel,Manual,Manual,,brown
669,Citroen,M-Klasse,  2007_year ,2007-09-27,,145.0,2,3571.0,2177.0,1421,116043.0,107.0,4602,2018-04-23 10:05:59,Benzin,Manual,Auto,,brown
670,BMW,Twingo,  2010_year ,2010-09-08,,141.0,2,3876.0,1915.0,1686,231126.0,104.0,6611,2018-04-12 09:46:08,Diesel,Manual,Auto,,red
671,Citroen,207,  2001_year ,2001-05-04,,175.0,2,3687.0,2149.0,1445,243576.0,129.0,1578,2018-09-04 10:18:56,Diesel,Auto_or_Hybrid,Auto,,purple
672,Kia,A4,  2013_year ,2014-01-31,,103.0,2,3760.0,2195.0,1510,43793.0,76.0,6563,2018-06-14 16:37:20,Benzin,Manual,Auto,,white
673,Fiat,C5,  2006_year ,2006-02-17,,259.0,2,3665.0,2128.0,1450,111488.0,191.0,7069,2018-07-29 10:02:49,Benzin,Auto_or_Hybrid,Auto,,brown
674,Citroen,207,  2008_year ,2008-07-24,,187.0,2,3835.0,2312.0,1491,177968.0,138.0,8192,2018-10-09 14:25:12,Diesel,Auto_or_Hybrid,Auto,Big,red
675,Kia,Evoque,  2005_year ,2005-05-12,,77.0,2,3480.0,2413.0,1440,244395.0,57.0,676,2018-05-17 14:09:08,Benzin,Manual,Auto,,purple
676,Porsche,Golf Plus,  2015_year ,2015-07-31,,92.0,2,3715.0,2033.0,1488,31172.0,68.0,8162,2018-08-06 16:58:27,Benzin,Manual,Auto,,brown
677,Land Rover,Civic,  2007_year ,2007-04-20,,162.0,3,3736.0,1987.0,1459,266640.0,119.0,3752,2018-09-17 18:02:14,Benzin,Manual,Auto,Big,brown
678,Skoda,fortwo,  2004_year ,2004-12-29,,159.0,3,3422.0,2379.0,1435,157459.0,118.0,1978,2018-04-16 18:55:34,Benzin,Manual,Auto,,silver
679,Kia,Golf V,  2009_year ,2009-05-26,1.0,279.0,2,3566.0,2325.0,1520,157594.0,205.0,7076,2018-06-16 14:21:48,Benzin,Auto_or_Hybrid,Auto,Big,brown
680,Fiat,Octavia,  2014_year ,2014-04-01,,139.0,2,3847.0,2099.0,1433,41003.0,103.0,19945,2018-06-03 15:54:29,Diesel,Manual,Manual,Big,white
681,Suzuki,Touran,  2007_year ,2007-02-27,,150.0,2,3474.0,2053.0,1700,267954.0,111.0,1883,2018-08-28 09:36:27,Diesel,Auto_or_Hybrid,Auto,Big,brown
682,BMW,Touareg,  2011_year ,2011-10-07,,121.0,2,3849.0,2182.0,1970,119722.0,89.0,14644,2018-09-08 12:31:43,Diesel,Manual,Manual,,purple
683,Citroen,Fabia,  2012_year ,2012-07-30,1.0,172.0,2,4061.0,1964.0,1545,170047.0,125.0,12276,2018-08-28 10:59:49,Diesel,Auto_or_Hybrid,Auto,Big,gray
684,Citroen,207,  2013_year ,2013-06-06,1.0,216.0,1,4012.0,2035.0,1462,135033.0,158.0,22849,2018-05-10 12:21:45,Diesel,Auto_or_Hybrid,Auto,Big,red
685,Land Rover,C-Max,  2009_year ,2009-11-07,,129.0,2,3589.0,2321.0,1421,95385.0,95.0,6443,2018-09-16 16:52:03,Diesel,Manual,??,,brown
686,Fiat,C5,  2001_year ,2001-03-20,,182.0,2,3472.0,2121.0,1440,156861.0,134.0,881,2018-06-07 15:08:50,Benzin,Auto_or_Hybrid,Manual,,purple
687,Audi,Sharan,  2006_year ,2007-07-19,,152.0,2,3722.0,2421.0,1560,113171.0,113.0,876,2018-09-25 10:31:30,Diesel,Manual,Manual,,red
688,BMW,5,  2012_year ,2012-05-18,,137.0,2,3773.0,2039.0,1674,154591.0,101.0,8752,2018-04-19 11:51:18,Diesel,Manual,Auto,,purple
689,Fiat,C-Klasse,  2011_year ,2011-03-15,,176.0,2,3951.0,2183.0,1459,76319.0,129.0,14215,2018-09-05 16:11:48,Benzin,Auto_or_Hybrid,Auto,Big,red
690,Citroen,500,  2000_year ,2000-05-04,,134.0,2,3682.0,2150.0,1409,173365.0,99.0,340,2018-08-16 09:24:43,Benzin,Manual,Auto,,red
691,BMW,Megane,  2014_year ,2014-09-09,1.0,295.0,2,4268.0,2019.0,1436,33946.0,217.0,26195,2018-04-27 16:08:37,Benzin,Auto_or_Hybrid,Auto,Big,white
692,BMW,CR-V,  2006_year ,2006-12-22,,105.0,2,3563.0,2007.0,1513,210357.0,77.0,2929,2018-08-24 10:15:14,Diesel,Manual,Auto,,red
693,Citroen,500,  2010_year ,2010-02-17,,137.0,2,3588.0,2250.0,1418,219848.0,100.0,4917,2018-10-14 15:48:36,Diesel,Manual,Auto,Big,red
694,Kia,Evoque,  2003_year ,2004-05-14,,67.0,1,3522.0,2253.0,1440,110552.0,49.0,761,2018-06-08 10:55:51,Benzin,Manual,Manual,,brown
695,Kia,A6,  2003_year ,2004-11-26,,158.0,1,3489.0,2236.0,1500,223815.0,116.0,532,2018-06-12 11:00:26,Benzin,Manual,Auto,,silver
696,BMW,Megane,  2015_year ,2015-03-03,,200.0,2,4127.0,1860.0,1452,46317.0,146.0,16462,2018-04-10 12:50:37,Diesel,Auto_or_Hybrid,Auto,Big,red
697,BMW,5,  2007_year ,2007-07-06,,112.0,2,3684.0,2208.0,1670,86815.0,82.0,8074,2018-04-07 16:36:19,Benzin,Manual,Auto,,orange
698,Hyundai,Meriva,  2000_year ,2000-01-03,,65.0,1,3584.0,2105.0,1500,271866.0,48.0,528,2018-10-03 10:08:08,Benzin,Manual,Manual,,purple
699,Land Rover,A5,  2009_year ,2009-05-18,,176.0,2,3600.0,2144.0,1436,93481.0,129.0,7746,2018-08-24 08:33:04,Benzin,Auto_or_Hybrid,Auto,,brown
700,Citroen,B-Klasse,  2007_year ,2008-08-25,1.0,260.0,2,3744.0,1964.0,1766,96842.0,191.0,11467,2018-08-25 16:28:14,Diesel,Auto_or_Hybrid,Auto,Big,red
701,Fiat,C-Klasse,  2010_year ,2010-09-01,,149.0,2,3725.0,2316.0,1447,151214.0,110.0,6328,2018-10-19 15:15:38,Benzin,Manual,Auto,Big,silver
702,BMW,Mondeo,  2011_year ,2011-09-29,,185.0,2,4041.0,1867.0,1740,167126.0,136.0,10845,2018-06-01 13:36:07,Diesel,Auto_or_Hybrid,Auto,Big,brown
703,Porsche,Golf Plus,  2008_year ,2008-11-21,,113.0,1,3635.0,2039.0,1488,127036.0,84.0,4183,2018-04-12 10:52:09,Benzin,Manual,Manual,,red
704,Kia,Evoque,  2007_year ,2007-08-07,,93.0,2,3705.0,2077.0,1488,90948.0,68.0,3044,2018-10-27 09:45:29,Benzin,Manual,Auto,,red
705,MINI,Astra,  2013_year ,2013-01-29,1.0,204.0,2,4038.0,1895.0,1365,215961.0,150.0,25062,2018-05-31 09:12:12,Diesel,Auto_or_Hybrid,Auto,Big,red
706,Toyota,Vectra,  2006_year ,2006-07-19,,93.0,2,3458.0,2103.0,1441,115201.0,69.0,1719,2018-07-15 14:56:21,Benzin,Manual,Auto,,red
707,Kia,Evoque,  2001_year ,2001-07-17,,64.0,3,3392.0,2246.0,1440,139995.0,47.0,354,2018-04-25 12:54:03,Benzin,Manual,,,brown
708,Opel,Ibiza,  2010_year ,2010-05-19,,107.0,1,3597.0,2338.0,1534,121327.0,78.0,4061,2018-04-17 12:26:38,Benzin,Manual,Manual,,brown
709,Land Rover,A5,  2003_year ,2003-08-26,1.0,156.0,1,3483.0,2307.0,1428,183645.0,114.0,2508,2018-04-25 11:10:22,Diesel,Manual,Auto,Big,yellow
710,Citroen,207,  2013_year ,2013-09-03,,180.0,2,3790.0,2070.0,1464,139221.0,131.0,14560,2018-09-01 14:02:14,Diesel,Manual,Manual,Big,purple
711,Opel,ix35,  2012_year ,2012-08-09,,79.0,1,3691.0,2037.0,1470,198356.0,58.0,2104,2018-06-07 14:47:38,Benzin,Manual,,,black
712,Fiat,C5,  2007_year ,2007-06-27,,187.0,2,3522.0,2241.0,1506,171319.0,138.0,5566,2018-05-03 12:03:51,Diesel,Auto_or_Hybrid,Auto,Big,brown
713,Citroen,500,  2005_year ,2005-05-11,,154.0,2,3658.0,2049.0,1409,126537.0,113.0,3280,2018-04-13 13:10:44,Benzin,Manual,Auto,,silver
714,Volkswagen,Tiguan,  2012_year ,2013-03-21,,129.0,2,3809.0,2189.0,1485,70308.0,95.0,10367,2018-07-07 11:45:00,Benzin,Auto_or_Hybrid,Auto,Big,brown
715,Citroen,M-Klasse,  2009_year ,2009-08-13,,149.0,2,3729.0,2035.0,1421,145614.0,109.0,7666,2018-08-28 18:55:57,Benzin,Manual,Auto,Big,brown
716,Audi,Avensis,  2006_year ,2006-06-01,,131.0,2,3627.0,2178.0,1427,133996.0,97.0,2559,2018-05-20 17:21:57,Benzin,Manual,Auto,,brown
717,Kia,Golf V,  2008_year ,2009-01-20,,172.0,2,3604.0,2109.0,1498,173326.0,127.0,5491,2018-08-13 14:18:32,Diesel,Manual,Auto,Big,brown
718,Land Rover,C-Max,  2014_year ,2014-05-15,,106.0,2,3832.0,2187.0,1425,138340.0,78.0,11045,2018-09-08 16:17:09,Diesel,Manual,Auto,Big,red
719,BMW,Insignia,  2005_year ,2005-11-23,,182.0,2,3823.0,1977.0,1472,60514.0,134.0,7495,2018-08-27 11:20:33,Benzin,Manual,Auto,Big,red
720,Land Rover,Clio,  2011_year ,2011-09-22,,150.0,2,4013.0,2090.0,1391,128754.0,111.0,13514,2018-05-30 10:13:51,Benzin,Auto_or_Hybrid,Auto,,white
721,Citroen,Qashqai,  2008_year ,2008-06-03,1.0,190.0,2,3618.0,1985.0,1674,208632.0,140.0,5902,2018-07-15 16:01:44,Diesel,Auto_or_Hybrid,Auto,Big,white
722,Fiat,C-Klasse,  2004_year ,2004-01-21,,149.0,2,3435.0,2322.0,1465,324895.0,109.0,1140,2018-06-24 13:30:54,Diesel,Auto_or_Hybrid,Auto,,purple
723,Porsche,Golf VI,  2007_year ,2007-06-26,,59.0,2,3717.0,2414.0,1490,113914.0,44.0,1371,2018-04-06 09:44:45,Benzin,Manual,Manual,,purple
724,Citroen,500,  2009_year ,2009-03-10,,194.0,2,3829.0,2027.0,1384,74453.0,143.0,12490,2018-06-17 08:55:03,Benzin,Manual,Auto,,black
725,Fiat,5er,  2007_year ,2007-03-21,,149.0,2,3650.0,2193.0,1603,151204.0,110.0,3652,2018-07-12 10:21:57,Diesel,Manual,Manual,Mobile,purple
726,BMW,CR-V,  2007_year ,2007-06-01,,119.0,2,3549.0,2407.0,1504,195824.0,88.0,1791,2018-08-06 09:03:45,Diesel,Manual,Manual,,red
727,BMW,5,  2010_year ,2010-08-16,,137.0,2,3569.0,2162.0,1674,218136.0,101.0,6583,2018-10-18 12:01:57,Diesel,Auto_or_Hybrid,Auto,Big,red
728,Audi,Avensis,  2009_year ,2009-11-26,,174.0,2,3708.0,2166.0,1548,104948.0,128.0,4188,2018-05-04 12:31:37,Diesel,Manual,Auto,Big,brown
729,Land Rover,A5,  2001_year ,2001-11-21,,146.0,2,3588.0,2265.0,1428,394082.0,107.0,1203,2018-05-08 10:54:25,Diesel,Manual,Auto,,black
730,BMW,206,  2005_year ,2005-10-31,,76.0,2,3480.0,2310.0,1467,132371.0,55.0,1421,2018-06-03 14:52:19,Benzin,Manual,Manual,,purple
731,Volvo,XC 90,  2004_year ,2004-10-15,,340.0,1,4207.0,1740.0,1305,88855.0,250.0,27023,2018-07-03 10:26:34,Benzin,Auto_or_Hybrid,Auto,Big,red
732,Citroen,Fabia,  2010_year ,2010-12-15,1.0,190.0,2,3982.0,2197.0,1573,140271.0,139.0,12206,2018-05-11 10:13:34,Diesel,Auto_or_Hybrid,Auto,,red
733,Land Rover,C-Max,  2014_year ,2014-04-17,,148.0,2,4094.0,1942.0,1425,83344.0,108.0,18233,2018-06-14 16:29:53,Diesel,Auto_or_Hybrid,Manual,Big,purple
734,Fiat,C-Klasse,  2013_year ,2013-03-06,,164.0,2,3947.0,1775.0,1459,50976.0,120.0,18890,2018-08-02 12:25:59,Benzin,Auto_or_Hybrid,Auto,,red
735,Seat,Swift,  2010_year ,2010-11-25,,149.0,2,3792.0,2236.0,1484,118430.0,109.0,9421,2018-06-21 09:44:53,Diesel,Auto_or_Hybrid,Auto,Big,red
736,Seat,X5,  2010_year ,2010-07-14,1.0,174.0,2,3962.0,2005.0,1713,129432.0,128.0,11489,2018-08-03 13:19:59,Diesel,Auto_or_Hybrid,Auto,Big,red
737,Seat,Grande Punto,  2008_year ,2008-02-04,,125.0,2,3756.0,2012.0,1547,187036.0,92.0,4336,2018-09-28 17:22:08,Benzin,Manual,Auto,,red
738,Audi,Passat,  2008_year ,2008-02-07,,78.0,2,3633.0,2285.0,1429,142471.0,57.0,1610,2018-07-31 10:00:45,Diesel,Auto_or_Hybrid,Manual,,black
739,Citroen,207,  2009_year ,2009-10-14,,226.0,2,3696.0,2243.0,1559,266574.0,166.0,9603,2018-07-10 09:09:16,Diesel,Auto_or_Hybrid,Auto,Big,brown
740,BMW,Megane,  2016_year ,2016-06-07,,131.0,2,4020.0,2185.0,1452,18338.0,97.0,13661,2018-07-24 19:51:59,Benzin,Manual,Auto,,brown
741,Land Rover,A5,  2004_year ,2005-01-12,,143.0,2,3721.0,2383.0,1428,166944.0,106.0,3742,2018-06-01 17:39:58,Benzin,Manual,Auto,,silver
742,Fiat,C-Klasse,  2000_year ,2000-08-30,,145.0,3,3394.0,2405.0,1426,159437.0,107.0,907,2018-07-05 09:54:15,Diesel,Auto_or_Hybrid,Auto,Mobile,silver
743,BMW,5,  2012_year ,2012-06-28,,125.0,2,3875.0,1839.0,1674,65708.0,92.0,12921,2018-07-08 17:57:10,Diesel,Auto_or_Hybrid,Auto,,white
744,Land Rover,A5,  2006_year ,2006-06-30,,174.0,2,3655.0,2096.0,1428,128424.0,128.0,5536,2018-07-18 14:36:29,Benzin,Manual,Auto,Big,red
745,BMW,Mondeo,  2012_year ,2012-04-26,,175.0,2,3940.0,2192.0,1740,190518.0,129.0,13570,2018-05-24 10:51:55,Diesel,Manual,Auto,Big,silver
746,BMW,Insignia,  2003_year ,2003-09-19,,160.0,2,3497.0,2159.0,1498,146646.0,118.0,1975,2018-07-13 14:16:13,Benzin,Manual,Auto,,black
747,Seat,Grande Punto,  2000_year ,2000-02-07,,270.0,1,3583.0,2294.0,1488,351542.0,199.0,389,2018-05-04 17:20:28,Benzin,Auto_or_Hybrid,Auto,,purple
748,Audi,Avensis,  2005_year ,2005-07-04,,166.0,2,3769.0,2252.0,1415,104592.0,122.0,3253,2018-05-01 13:31:25,Benzin,Auto_or_Hybrid,Auto,Big,brown
749,Volkswagen,Tiguan,  2012_year ,2012-10-26,,128.0,2,3863.0,2070.0,1525,94214.0,94.0,7773,2018-06-09 19:21:30,Benzin,Manual,Auto,Big,red
750,Land Rover,Clio,  2012_year ,2013-03-21,,169.0,2,4176.0,2153.0,1391,121106.0,124.0,13834,2018-06-20 13:56:00,Diesel,Manual,Auto,Big,red
751,Kia,A4,  2011_year ,2011-10-17,,131.0,2,3852.0,2173.0,1535,176665.0,96.0,5606,2018-09-23 12:36:03,Diesel,Manual,Auto,Big,red
752,Citroen,M-Klasse,  2015_year ,2015-03-30,,131.0,2,3843.0,1962.0,1440,42882.0,96.0,18394,2018-07-04 11:13:08,Diesel,Auto_or_Hybrid,Auto,Small,red
753,Toyota,Vectra,  2012_year ,2012-05-24,,78.0,2,3713.0,2393.0,1428,21754.0,57.0,4196,2018-07-26 10:11:40,Benzin,Manual,,,black
754,Mercedes-Benz,Caddy,??,2007-01-08,,53.0,2,3548.0,2227.0,1549,60535.0,40.0,1192,2018-06-06 10:48:48,Benzin,Auto_or_Hybrid,Manual,Mobile,silver
755,Seat,Swift,  2003_year ,2003-10-17,,199.0,2,3709.0,2087.0,1428,175835.0,146.0,1572,2018-07-24 10:14:33,Benzin,Manual,,,black
756,BMW,206,  2005_year ,2005-10-14,,71.0,2,3489.0,2237.0,1467,179528.0,51.0,1400,2018-06-06 15:06:28,Benzin,Manual,Auto,,silver
757,Fiat,C-Klasse,  2011_year ,2011-11-30,,273.0,2,4067.0,2187.0,1447,176862.0,201.0,12044,2018-05-09 10:18:48,Diesel,Auto_or_Hybrid,Auto,Big,white
758,Kia,Evoque,  2013_year ,2013-03-11,,82.0,1,3717.0,2292.0,1488,66674.0,61.0,5504,2018-06-29 09:27:36,Benzin,Auto_or_Hybrid,Manual,,brown
759,Citroen,207,  2011_year ,2011-01-17,,203.0,2,4086.0,2127.0,1462,103222.0,149.0,16732,2018-10-01 16:24:23,Diesel,Auto_or_Hybrid,Auto,Big,red
760,Audi,Passat,  2006_year ,2007-01-30,,66.0,2,3423.0,2328.0,1429,151999.0,49.0,949,2018-08-25 12:18:30,Benzin,Manual,Manual,,brown
761,Hyundai,Meriva,  2010_year ,2010-10-29,,67.0,2,3529.0,2083.0,1530,81176.0,49.0,3398,2018-05-29 15:33:10,Benzin,Manual,Manual,,red
762,Citroen,207,  2005_year ,2005-11-28,,242.0,2,3800.0,2311.0,1468,150416.0,178.0,5175,2018-08-20 12:34:04,Benzin,Auto_or_Hybrid,Auto,,red
763,Volvo,XC 90,  1999_year ,1999-07-01,,263.0,2,3798.0,2159.0,1305,126597.0,194.0,17203,2018-05-05 14:25:53,Benzin,Auto_or_Hybrid,Auto,Mobile,silver
764,Seat,Leon,  2003_year ,2003-01-21,1.0,177.0,1,3774.0,2049.0,1743,308242.0,130.0,3358,2018-04-23 11:28:01,Diesel,Auto_or_Hybrid,Manual,,brown
765,BMW,206,  2009_year ,2009-12-14,,83.0,2,3501.0,2009.0,1462,88881.0,61.0,5055,2018-08-02 11:46:16,Diesel,Manual,Auto,,red
766,Fiat,Octavia,  2015_year ,2015-12-11,,344.0,2,4631.0,1917.0,1433,34740.0,253.0,39337,2018-04-18 14:15:12,Benzin,Auto_or_Hybrid,Manual,Big,black
767,Dacia,Kuga,  2014_year ,2014-07-15,1.0,147.0,2,3866.0,2187.0,1480,92262.0,108.0,15223,2018-06-24 10:07:10,Diesel,Manual,Auto,Big,silver
768,Land Rover,Clio,  2011_year ,2011-05-24,,171.0,2,4013.0,2169.0,1391,102318.0,126.0,14050,2018-08-29 10:52:33,Diesel,Auto_or_Hybrid,Auto,Big,brown
769,Fiat,5er,  2006_year ,2006-05-10,,149.0,2,3707.0,2366.0,1603,187007.0,109.0,3776,2018-08-04 12:39:10,Diesel,Auto_or_Hybrid,Manual,??,silver
770,Audi,Sharan,  2007_year ,2007-07-26,,101.0,2,3544.0,2235.0,1596,198215.0,75.0,1814,2018-07-27 15:57:35,Benzin,Manual,Manual,,purple
771,Audi,Avensis,  2001_year ,2001-10-30,,151.0,1,3404.0,2319.0,1441,158970.0,111.0,155,2018-05-18 14:23:16,Benzin,Manual,Manual,,silver
772,BMW,Megane,  2015_year ,2015-10-15,,168.0,2,3860.0,1997.0,1470,72893.0,123.0,14671,2018-06-13 15:16:00,Diesel,Manual,Auto,Big,white
773,Porsche,Golf Plus,  2012_year ,2012-10-31,,64.0,2,3759.0,1950.0,1488,68183.0,47.0,6233,2018-06-24 12:31:30,Benzin,Manual,Manual,,red
774,Audi,RAV 4,  2009_year ,2009-11-02,,116.0,2,3762.0,2230.0,1710,93118.0,86.0,8406,2018-05-09 09:18:29,Diesel,Manual,Manual,,white
775,Audi,Passat,  2004_year ,2004-01-20,,64.0,2,3644.0,2246.0,1437,152458.0,47.0,559,2018-08-11 12:21:48,Diesel,Manual,,,purple
776,Audi,Passat,  2008_year ,2008-04-30,,69.0,2,3568.0,2306.0,1437,149909.0,51.0,772,2018-08-31 14:47:20,Diesel,Manual,Manual,,purple
777,Audi,Passat,  2011_year ,2011-12-13,,105.0,2,3621.0,2188.0,1481,107825.0,78.0,4196,2018-06-24 14:29:20,Diesel,Manual,Manual,,brown
778,BMW,Insignia,  2005_year ,2006-01-20,,147.0,2,3583.0,2202.0,1517,243138.0,108.0,3048,2018-07-20 09:49:22,Diesel,Manual,Auto,Big,brown
779,Audi,Avensis,  2006_year ,2006-03-29,,123.0,2,3404.0,2088.0,1427,260444.0,90.0,1235,2018-05-28 11:56:55,Benzin,Manual,Auto,,silver
780,Kia,Golf V,  2008_year ,2009-10-19,1.0,250.0,2,3653.0,2054.0,1498,179361.0,184.0,6584,2018-10-20 12:34:49,Benzin,Manual,Auto,Big,red
781,Seat,Swift,  2001_year ,2001-01-26,,181.0,2,3735.0,2086.0,1428,230236.0,133.0,915,2018-06-20 14:51:42,Benzin,Manual,Auto,,brown
782,BMW,206,  2014_year ,2015-02-26,,102.0,2,3961.0,1964.0,1453,34892.0,75.0,8761,2018-09-12 18:00:21,Benzin,Manual,Manual,,silver
783,Audi,Sharan,  2006_year ,2006-10-06,,101.0,2,3564.0,2410.0,1560,95477.0,75.0,2838,2018-06-18 15:13:38,Benzin,Manual,Manual,,red
784,Fiat,Octavia,  2005_year ,2005-11-14,,88.0,2,3625.0,2067.0,1593,170967.0,65.0,1641,2018-04-07 10:48:54,Benzin,Manual,Manual,,brown
785,Hyundai,A-Klasse,  2011_year ,2011-11-30,,108.0,1,3855.0,2044.0,1480,170865.0,81.0,7547,2018-06-12 15:07:33,Diesel,Manual,Auto,Big,silver
786,Land Rover,??,  2001_year ,2001-07-16,,182.0,2,3555.0,2273.0,1453,135049.0,133.0,1310,2018-09-14 11:04:37,Benzin,Auto_or_Hybrid,Auto,,brown
787,Porsche,Golf VI,  2007_year ,2007-05-15,,106.0,2,3403.0,2282.0,1490,183766.0,78.0,1201,2018-04-09 09:48:06,Diesel,Manual,Auto,,black
788,Suzuki,Touran,  2011_year ,2011-12-27,,103.0,2,3473.0,2049.0,1491,239965.0,77.0,3007,2018-06-18 11:18:21,Diesel,Auto_or_Hybrid,Auto,Mobile,white
789,Land Rover,Clio,  2015_year ,2016-02-16,,151.0,2,4145.0,2041.0,1391,41910.0,111.0,24757,2018-05-19 14:20:43,Diesel,Auto_or_Hybrid,Auto,Big,red
790,Land Rover,Civic,  2010_year ,2010-08-04,1.0,245.0,2,4003.0,2207.0,1463,212649.0,179.0,8551,2018-05-27 17:26:40,Diesel,Auto_or_Hybrid,Auto,Big,red
791,Dacia,T5,  2002_year ,2002-03-08,,118.0,2,3651.0,2112.0,1469,171189.0,88.0,1516,2018-07-03 10:58:51,Benzin,Manual,Auto,,red
792,Opel,Ibiza,  2009_year ,2009-08-03,,99.0,2,3494.0,2094.0,1423,75991.0,73.0,3909,2018-08-12 11:40:15,Benzin,Manual,Manual,,red
793,Volvo,XC 90,  2001_year ,2001-09-28,,308.0,2,3928.0,2142.0,1305,180970.0,227.0,18765,2018-06-29 09:04:04,Benzin,Manual,Auto,Small,red
